hotel_nom,hotel_url,hotel_note,hotel_prix,hotel_lat,hotel_lon,city_id,city,ville_lat,ville_lon,temp_moy,clouds_moy,pop_moy,temp_score,ciel_score,pluie_score,score
Residence Montempo Appart'Hôtel Lyon Cite Internationale,https://www.booking.com/hotel/fr/residence-hoteliere-temporim-cite-internationale.fr.html,8.1,,45.78501661437687,4.856415688991547,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Novotel Lyon Centre-Confluence Bord de Saone,https://www.booking.com/hotel/fr/novotel-lyon-confluence.fr.html,8.4,,45.74155672376428,4.815292060375214,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Pop Cordelier - Appartement idéal au coeur de Lyon,https://www.booking.com/hotel/fr/pop-cordelier-appartement-ideal-au-coeur-de-lyon.fr.html,,,45.7630284,4.8353662,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Lyon Cosy Stay,https://www.booking.com/hotel/fr/lyon-cosy-stay.fr.html,9.4,,45.7684530912702,4.82730567455292,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Hôtel Lyon Métropole & Spa,https://www.booking.com/hotel/fr/lyon-metropole.fr.html,8.2,,45.78871959899989,4.819841086864471,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Élégant loft centre ville calme avec mezzanine 2 à 4 personnes,https://www.booking.com/hotel/fr/elegant-loft-centre-ville-calme-avec-mezzanine.fr.html,9.1,,45.7496559264153,4.85252645750468,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Ainay/centre Lyon/un cocon !,https://www.booking.com/hotel/fr/ainay-centre-lyon-un-cocon.fr.html,9.2,,45.7532192,4.8298477,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
HO36 Hostel Lyon,https://www.booking.com/hotel/fr/ho36-hostels-lyon.fr.html,8.1,,45.75285600552734,4.842058611045104,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Hôtel des Facultés,https://www.booking.com/hotel/fr/des-facultes.fr.html,6.6,,45.74879640070259,4.839909374713898,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Hôtel du Helder,https://www.booking.com/hotel/fr/hotelduhelder.fr.html,6.5,,45.75211148041986,4.840485379099846,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
SLO Hostel Lyon les Pentes,https://www.booking.com/hotel/fr/away-hostel.fr.html,8.2,,45.77075634777688,4.836750741069864,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Première Classe Lyon Centre Gare Part Dieu,https://www.booking.com/hotel/fr/premiere-classe-lyon-centre-gare-part-dieu.fr.html,7.6,,45.756034577239554,4.859098568558693,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Hotel de Normandie,https://www.booking.com/hotel/fr/de-normandie.fr.html,7.1,,45.74834954003604,4.8272620886564255,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.fr.html,8.5,,45.76095151007407,4.834139943122864,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Hotel Saint Vincent,https://www.booking.com/hotel/fr/saint-vincent-lyon.fr.html,8.7,,45.76854481702091,4.827895425260067,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Studio Lyon 1er,https://www.booking.com/hotel/fr/studio-lyon-1er.fr.html,8.3,,45.7720002,4.835036,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
ibis Lyon Part Dieu Les Halles,https://www.booking.com/hotel/fr/ibis-lyon-part-dieu-les-halles.fr.html,7.8,,45.7619241163352,4.851316809654236,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Appart'City Classic Lyon Part Dieu Villette,https://www.booking.com/hotel/fr/appart-city-cap-affaires-lyon-partdieu.fr.html,7.8,,45.75648108047784,4.8631346225738525,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Asirem - Pied de métro dans le 7ème,https://www.booking.com/hotel/fr/manel-pied-de-metro-dans-le-7eme.fr.html,,,45.7508111,4.853062,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
ibis Lyon Gare Part Dieu,https://www.booking.com/hotel/fr/ibis-lyon-gare-part-dieu.fr.html,7.9,,45.757519527265295,4.8581913113594055,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Ibis Styles Lyon Centre - Gare Part Dieu,https://www.booking.com/hotel/fr/all-seasons-lyon-part-dieu.fr.html,8.6,,45.75952185477447,4.861503839492798,17,Lyon,45.7578137,4.8320114,26.37375,59.75,0.48875,0.4983776768332253,0.5799180327868853,0.4917808219178082,0.523358843845973
Le 10 18 hôtel restaurant,https://www.booking.com/hotel/fr/auberge-du-castellas-sainte-croix-du-verdon.fr.html,8.0,,43.756056,6.140723,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
"""Les Lauriers"" chambre indépendante climatisée avec terrasse et parking privée",https://www.booking.com/hotel/fr/chambre-d-39-hotes-les-lauriers-moustiers-sainte-marie1.fr.html,9.1,,43.84195521143776,6.218284703151102,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Camping RCN Les Collines de Castellane,https://www.booking.com/hotel/fr/les-collines.fr.html,8.5,,43.824345034512376,6.56994491815567,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Camping Le Saint Clair,https://www.booking.com/hotel/fr/le-saint-clair-moustiers-sainte-marie.fr.html,8.1,,43.828239,6.223991,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Hôtel Spa L'Ermitage,https://www.booking.com/hotel/fr/ha-tel-l-ermitage.fr.html,7.9,,43.774142339045085,6.217255890369415,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
le studio du lac,https://www.booking.com/hotel/fr/le-studio-du-lac.fr.html,8.8,,43.774569227671,6.210478456397,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Auberge des Salles,https://www.booking.com/hotel/fr/auberge-des-salles.fr.html,8.7,,43.77239231716274,6.208481642852803,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
les costebelles,https://www.booking.com/hotel/fr/les-costebelles.fr.html,9.2,,43.8346370163968,5.99171841689297,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Studi-Hôtel Résidence Plein Voile,https://www.booking.com/hotel/fr/studi-ha-tel-ra-c-sidence-plein-voile.fr.html,7.8,,43.773656,6.208356999999978,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Villa Salesiae,https://www.booking.com/hotel/fr/villa-salesiae.fr.html,9.7,,43.7730115,6.211094,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Maison de campagne 6 personnes,https://www.booking.com/hotel/fr/maison-de-campagne-6-personnes.fr.html,9.2,,43.6901454,5.8909076,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Appartement 2 chambres avec terrasse - Verdon,https://www.booking.com/hotel/fr/appartement-2-chambres-avec-terrasse-verdon.fr.html,,,43.817433741387774,6.092766419643412,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Les Canyons du Verdon,https://www.booking.com/hotel/fr/les-canyons-du-verdon.fr.html,7.9,,43.85067237749856,6.508229970932007,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Au cœur de Moustiers-Sainte-Marie,https://www.booking.com/hotel/fr/au-coeur-de-moustiers-sainte-marie.fr.html,8.8,,43.84721,6.2211576,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Nouvel Hôtel du Commerce,https://www.booking.com/hotel/fr/nouvel-du-commerce-castellane.fr.html,8.9,,43.84644198080487,6.512478590011597,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Campagne SAINT MAURINET,https://www.booking.com/hotel/fr/ben.fr.html,9.4,,43.6532677375397,6.05807013041076,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Castellane Maison Cebiere,https://www.booking.com/hotel/fr/castellane-maison-cebiere.fr.html,10.0,,43.8526914423214,6.5093918753937,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Camping Rives du Lac de Sainte Croix,https://www.booking.com/hotel/fr/camping-rives-du-lac-de-sainte-croix.fr.html,8.2,,43.722453,6.181732,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Hôtel La Bonne Auberge,https://www.booking.com/hotel/fr/ha-tel-la-bonne-etape.fr.html,8.3,,43.84343777207759,6.221673488616943,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
LA CALADE,https://www.booking.com/hotel/fr/la-calade-trigance.fr.html,9.6,,43.7610052,6.4443698,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
La maison de jules - centre piéton,https://www.booking.com/hotel/fr/la-maison-de-jules-moustiers-sainte-marie.fr.html,9.5,,43.847183,6.222456,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Entre Ciel et Verdon,https://www.booking.com/hotel/fr/entre-ciel-et-verdon-l-appart.fr.html,9.7,,43.83085506154,6.556132016254,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Le Logis des Cascades 2,https://www.booking.com/hotel/fr/le-logis-des-cascades-2.fr.html,9.3,,43.847141024932,6.221543774869,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Studio privé - maison de village,https://www.booking.com/hotel/fr/studio-prive-maison-de-village.fr.html,8.8,,43.8380577,5.982912,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Hotel Les Restanques De Moustiers,https://www.booking.com/hotel/fr/les-restanques-de-moustiers.fr.html,9.2,,43.8396228086459,6.22201681137085,18,Gorges du Verdon,43.7496562,6.3285616,25.08625,48.875,0.3249999999999999,0.3646982478909799,0.7581967213114754,0.6712328767123288,0.598042615304928
Bormes - Le Loft,https://www.booking.com/hotel/fr/bormes-le-loft.fr.html,9.1,,43.1507533,6.3406583,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Hotel La Voile,https://www.booking.com/hotel/fr/hotel-la-voile-fr.fr.html,7.9,,43.12549,6.357300000000009,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Linaya Hôtel & Restaurant,https://www.booking.com/hotel/fr/linaya-amp-restaurant.fr.html,7.2,,43.1217418,6.3567413,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Camping Clau Mar Jo,https://www.booking.com/hotel/fr/cmaping-clau-mar-jo.fr.html,8.1,,43.13461922500552,6.346775740385056,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Camping Tikayan Clau Mar Jo - Maeva,https://www.booking.com/hotel/fr/camping-tikayan-clau-mar-jo.fr.html,8.2,,43.1345243,6.3474833,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Le Mirage,https://www.booking.com/hotel/fr/le-domaine-du-mirage.fr.html,9.2,,43.144568554122,6.351684182882309,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Apartment Le Clos Jardin-1 by Interhome,https://www.booking.com/hotel/fr/apartment-le-clos-jardin.fr.html,9.0,,43.146263,6.34303,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Camping Le Camp Du Domaine,https://www.booking.com/hotel/fr/camp-du-domaine-duo-2p.fr.html,9.0,,43.1164148,6.3576651,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Hostellerie du Cigalou,https://www.booking.com/hotel/fr/hostellerie-du-cigalou.fr.html,8.8,,43.1519579,6.343283499999984,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
The Little House,https://www.booking.com/hotel/fr/the-little-house-bormes-les-mimosas.fr.html,9.9,,43.150360805018,6.342202005523,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Hotel Restaurant Bellevue,https://www.booking.com/hotel/fr/restaurant-bellevue.fr.html,7.6,,43.15187759303926,6.343135982751846,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Hôtel Paradis,https://www.booking.com/hotel/fr/paradis.fr.html,7.9,,43.144686,6.335125000000062,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Appartement pieds dans l’eau Vue Mer Bormes Les Mimosas,https://www.booking.com/hotel/fr/appartement-pieds-dans-l-eau-vue-mer-bormes-les-mimosas.fr.html,9.0,,43.122153051238,6.3594635804260005,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
La petite Provence,https://www.booking.com/hotel/fr/lovely-place-for-2.fr.html,9.4,,43.15127099096753,6.341906766830476,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Superbe T2 4 étoiles climatisé Favière refait à neuf,https://www.booking.com/hotel/fr/superbe-t2-4-etoiles-climatise-faviere-refait-a-neuf.fr.html,9.1,,43.1238485,6.3598623,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
SELECT'soHOME - Maison neuve avec piscine - Parking inclus - EVASION,https://www.booking.com/hotel/fr/select-sohome-maison-neuve-avec-piscine-parking-inclus-evasion.fr.html,9.1,,43.133895,6.34062,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Superbe T4 -Vue Mer- Tout Confort Refait à Neuf!,https://www.booking.com/hotel/fr/superbe-t4-vue-mer-tout-confort-refait-a-neuf.fr.html,9.4,,43.144880504118,6.35332445477,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Superbe Duplex 35m2 vue mer avec piscine,https://www.booking.com/hotel/fr/voir-les-photos-presentationemplacementcommentairesl-39-hote-2-pieces-35m2-borme.fr.html,8.3,,43.1431217,6.35213980000003,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Maison à 700m de la mer,https://www.booking.com/hotel/fr/appartement-duplex-a-700m-de-la-mer.fr.html,9.3,,43.124079792347,6.351798812714,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Cozy apartment,https://www.booking.com/hotel/fr/cozy-apartment-bormes-les-mimosas.fr.html,9.1,,43.14190346964755,6.3547188037048175,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
"Peaceful Seaview Apartment with Beach & Pool Access, Air Conditioning",https://www.booking.com/hotel/fr/bormes-les-mimosas-appartement-vue-mer-4-pers.fr.html,6.8,,43.121972535797,6.358379364032,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
"Appartement Favière-plage, Piscine-Terrain de tennis-Foot",https://www.booking.com/hotel/fr/appartement-acces-direct-a-la-plage-piscine-terrain-de-tennis-foot.fr.html,9.4,,43.12196366472231,6.357749980495466,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Le petit atelier,https://www.booking.com/hotel/fr/le-petit-atelier-bormes-les-mimosas1234567891011121314151617.fr.html,9.5,,43.142501,6.3491788,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Village Vacances La Manne,https://www.booking.com/hotel/fr/village-vacances-la-manne.fr.html,6.0,,43.1304380553383,6.33633698913263,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Mer et soleil,https://www.booking.com/hotel/fr/mer-et-soleil-bormes-les-mimosas.fr.html,8.7,,43.12559147449615,6.355554149073774,19,Bormes les Mimosas,43.1506968,6.3419285,26.67125,43.0,0.32125,0.5292667099286179,0.8545081967213115,0.6753424657534247,0.6863724574677846
Charme St Malo,https://www.booking.com/hotel/fr/charme-st-malo.fr.html,8.8,,48.62194209708,-1.987806484211,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
L'Islet - Joli studio à 2 pas de la mer,https://www.booking.com/hotel/fr/islet-joli-studio-a-2-pas-de-la-mer-lancieux2.fr.html,9.2,,48.6099639,-2.1503798,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Brise Marine,https://www.booking.com/hotel/fr/brise-marine-le-vivier-sur-mer.fr.html,9.9,,48.6044734,-1.7831457,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Le Moulin du Mottay,https://www.booking.com/hotel/fr/le-moulin-du-mottay.fr.html,9.7,,48.402567,-2.007134,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
LE REFUGE DE LA BAIE,https://www.booking.com/hotel/fr/le-refuge-de-la-baie.fr.html,9.3,,48.5839827,-2.1473927,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Le cottage de Zoé,https://www.booking.com/hotel/fr/le-cottage-de-zoe.fr.html,9.5,,48.6045888,-1.7835969,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Vue mer pour une escale en baie du Mt-St-Michel,https://www.booking.com/hotel/fr/vue-mer-pour-une-escale-en-baie-du-mt-st-michel.fr.html,9.4,,48.6068016,-1.7032335,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
LE CLOS DAUPHINAIS Chez Laurette,https://www.booking.com/hotel/fr/ravissante-suite-avec-parking-prive-quevert.fr.html,9.6,,48.453426350027,-2.068548268158,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Apartment La Note Bleue by Interhome,https://www.booking.com/hotel/fr/ferienwohnung-109.fr.html,9.1,,48.67998999,-1.84362398,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Maison d'hôtes Kerléon,https://www.booking.com/hotel/fr/maison-d-hotes-kerleon.fr.html,9.7,,48.638406,-2.3230127,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Les Hirondelles,https://www.booking.com/hotel/fr/les-hirondelles-baguer-pican1.fr.html,8.4,,48.5487235,-1.6952859999999998,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Chambre d'hote Familiale de la maison Bleue,https://www.booking.com/hotel/fr/chambre-d-hote-familiale-de-la-maison-bleue.fr.html,9.3,,48.45515489115169,-2.036998404928201,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Chez Maria,https://www.booking.com/hotel/fr/chez-maria-cherrueix.fr.html,9.5,,48.6073646,-1.697567,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Saphyr,https://www.booking.com/hotel/fr/saphyr-saint-cast-le-guildo.fr.html,8.5,,48.6364983,-2.2555055,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Maison Matignon Bretagne,https://www.booking.com/hotel/fr/maison-bretagne.fr.html,9.4,,48.59316809616648,-2.294807846848257,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Au Jardin D'Eloïse,https://www.booking.com/hotel/fr/au-jardin-d-39-eloise.fr.html,8.7,,48.55743184405423,-2.0623587674590453,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Charmant appartement 2 pièces proche de la mer,https://www.booking.com/hotel/fr/charmant-appartement-2-pieces-proche-de-la-mer.fr.html,9.5,,48.5212745819,-2.230478133875,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
La Mere Champlain,https://www.booking.com/hotel/fr/la-mere-champlain.fr.html,8.5,,48.67101970945212,-1.85269296169281,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Petit Manoir Proche Dinan - Chambre d'hôtes,https://www.booking.com/hotel/fr/chambre-d-hotes-proche-dinan-lanvallay.fr.html,9.7,,48.4472057,-2.0249872,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Emeria Dinard Thalasso Spa,https://www.booking.com/hotel/fr/thalassa-dinard.fr.html,8.7,,48.63903970854801,-2.0744740962982178,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Les Ormes Domaine et Resort,https://www.booking.com/hotel/fr/les-ormes-domaine-et-resort.fr.html,8.7,,48.490167691201385,-1.7260229587554932,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
La Maison Les Mimosas,https://www.booking.com/hotel/fr/la-maison-les-mimosas.fr.html,10.0,,48.577821,-2.012338,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
La Ménardière Serenitatis chambre d'hôtes petit déjeuner compris,https://www.booking.com/hotel/fr/la-menardiere-serenitatis-chambre-d-hotes-petit-dejeuner-compris.fr.html,9.5,,48.4815797,-2.1701991,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
Premiere Classe Saint Malo CHAMBRES RENOVEES,https://www.booking.com/hotel/fr/premiere-classe-saint-malo-st-jouan-des-guerets.fr.html,7.5,,48.6035560883316,-1.97464227676392,2,St Malo,48.649518,-2.0260409,22.35,86.25,0.8500000000000001,0.0805970149253732,0.1454918032786885,0.095890410958904,0.1073264097209886
